tv_date,channel_id,target_group,ts,num_sessions,weighted_sum
2025-09-07,0,f1229,2025-09-07 10:52:25,1,2.260502742
2025-09-07,0,f1229,2025-09-07 10:52:55,1,0.0
2025-09-07,0,f1229,2025-09-07 10:52:56,1,2.260502742
2025-09-07,0,f1229,2025-09-07 10:53:41,1,0.0
2025-09-07,0,f1229,2025-09-07 10:53:42,1,2.260502742
2025-09-07,0,f1229,2025-09-07 10:53:49,1,0.0
2025-09-07,0,f1229,2025-09-07 10:53:50,1,2.260502742
2025-09-07,0,f1229,2025-09-07 10:54:11,1,0.0
2025-09-07,0,f1229,2025-09-07 10:54:22,1,2.260502742
2025-09-07,0,f1229,2025-09-07 10:54:46,1,0.0
2025-09-07,0,f1229,2025-09-07 11:07:56,1,2.260502742
2025-09-07,0,f1229,2025-09-07 11:30:35,1,0.0
2025-09-07,0,f1229,2025-09-07 11:30:45,1,2.260502742
2025-09-07,0,f1229,2025-09-07 11:34:47,1,0.0
2025-09-07,0,f1229,2025-09-07 11:35:51,1,2.260502742
2025-09-07,0,f1229,2025-09-07 11:49:52,1,7.531991092
2025-09-07,0,f1229,2025-09-07 11:58:58,1,3.765995546
2025-09-07,0,f1229,2025-09-07 11:58:59,1,7.531991092
2025-09-07,0,f1229,2025-09-07 11:59:23,1,3.765995546
2025-09-07,0,f1229,2025-09-07 11:59:24,1,7.531991092
2025-09-07,0,f1229,2025-09-07 11:59:35,1,3.765995546
2025-09-07,0,f1229,2025-09-07 12:03:50,1,7.531991092
2025-09-07,0,f1229,2025-09-07 12:03:54,1,3.765995546
2025-09-07,0,f1229,2025-09-07 12:04:17,1,7.531991092
2025-09-07,0,f1229,2025-09-07 12:04:26,1,3.765995546
2025-09-07,0,f1229,2025-09-07 12:04:31,1,7.531991092
2025-09-07,0,f1229,2025-09-07 12:19:05,1,11.844663411
2025-09-07,0,f1229,2025-09-07 12:19:08,1,7.896442274
2025-09-07,0,f1229,2025-09-07 12:20:09,1,11.844663411
2025-09-07,0,f1229,2025-09-07 12:20:41,1,7.896442274
2025-09-07,0,f1229,2025-09-07 12:27:12,1,3.765995546
2025-09-07,0,f1229,2025-09-07 12:27:16,1,7.531991092
2025-09-07,0,f1229,2025-09-07 12:39:44,1,11.844663411
2025-09-07,0,f1229,2025-09-07 12:39:48,1,7.896442274
2025-09-07,0,f1229,2025-09-07 12:39:49,1,11.844663411
2025-09-07,0,f1229,2025-09-07 12:40:10,1,7.896442274
2025-09-07,0,f1229,2025-09-07 12:40:26,1,11.844663411
2025-09-07,0,f1229,2025-09-07 12:44:43,2,11.66243782
2025-09-07,0,f1229,2025-09-07 12:45:01,2,19.194428912
2025-09-07,0,f1229,2025-09-07 12:45:10,1,7.896442274
2025-09-07,0,f1229,2025-09-07 12:45:28,1,11.844663411
2025-09-07,0,f1229,2025-09-07 12:47:30,1,16.521786912
2025-09-07,0,f1229,2025-09-07 12:47:49,1,12.391340184
2025-09-07,0,f1229,2025-09-07 12:47:52,1,16.521786912
2025-09-07,0,f1229,2025-09-07 12:50:45,1,21.166525675
2025-09-07,0,f1229,2025-09-07 12:50:46,1,16.93322054
2025-09-07,0,f1229,2025-09-07 12:51:52,1,21.166525675
2025-09-07,0,f1229,2025-09-07 12:51:53,1,16.93322054
2025-09-07,0,f1229,2025-09-07 12:51:54,1,21.166525675
2025-09-07,0,f1229,2025-09-07 12:53:53,1,25.876033914
2025-09-07,0,f1229,2025-09-07 12:54:24,1,30.709782418
2025-09-07,0,f1229,2025-09-07 12:55:08,1,26.322670644
2025-09-07,0,f1229,2025-09-07 12:55:09,1,30.709782418
2025-09-07,0,f1229,2025-09-07 12:55:20,1,26.322670644
2025-09-07,0,f1229,2025-09-07 12:55:21,1,30.709782418
2025-09-07,0,f1229,2025-09-07 12:55:53,1,13.563016452
2025-09-07,0,f1229,2025-09-07 12:55:54,1,15.823519194
2025-09-07,0,f1229,2025-09-07 12:57:42,1,35.839243472
2025-09-07,0,f1229,2025-09-07 12:58:20,1,15.823519194
2025-09-07,0,f1229,2025-09-07 12:58:44,1,18.084021936
2025-09-07,0,f1229,2025-09-07 12:59:23,1,40.363605333
2025-09-07,0,f1229,2025-09-07 12:59:52,1,35.878760296
2025-09-07,0,f1229,2025-09-07 12:59:53,1,40.363605333
2025-09-07,0,f1229,2025-09-07 13:00:08,1,35.878760296
2025-09-07,0,f1229,2025-09-07 13:00:09,1,40.363605333
2025-09-07,0,f1229,2025-09-07 13:00:12,1,35.878760296
2025-09-07,0,f1229,2025-09-07 13:00:13,1,40.363605333
2025-09-07,0,f1229,2025-09-07 13:00:17,1,35.878760296
2025-09-07,0,f1229,2025-09-07 13:00:18,1,40.363605333
2025-09-07,0,f1229,2025-09-07 13:00:49,2,85.40306029
2025-09-07,0,f1229,2025-09-07 13:00:55,1,44.9489791
2025-09-07,0,f1229,2025-09-07 13:00:57,1,40.45408119
2025-09-07,0,f1229,2025-09-07 13:00:58,1,44.9489791
2025-09-07,0,f1229,2025-09-07 13:01:00,1,40.45408119
2025-09-07,0,f1229,2025-09-07 13:01:08,1,44.9489791
2025-09-07,0,f1229,2025-09-07 13:01:58,1,35.533990233
2025-09-07,0,f1229,2025-09-07 13:03:01,1,39.48221137
2025-09-07,0,f1229,2025-09-07 13:04:02,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:04:05,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:04:06,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:04:17,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:04:18,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:04:21,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:04:22,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:04:40,1,39.48221137
2025-09-07,0,f1229,2025-09-07 13:04:52,1,43.430432507
2025-09-07,0,f1229,2025-09-07 13:05:23,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:08:04,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:08:08,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:08:09,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:08:14,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:09:34,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:11:06,1,39.48221137
2025-09-07,0,f1229,2025-09-07 13:11:07,1,43.430432507
2025-09-07,0,f1229,2025-09-07 13:11:32,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:11:49,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:11:51,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:15:09,1,20.344524678
2025-09-07,0,f1229,2025-09-07 13:15:10,1,22.60502742
2025-09-07,0,f1229,2025-09-07 13:15:56,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:16:06,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:16:07,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:16:10,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:16:11,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:16:29,1,22.60502742
2025-09-07,0,f1229,2025-09-07 13:16:30,1,24.865530162
2025-09-07,0,f1229,2025-09-07 13:16:59,1,22.60502742
2025-09-07,0,f1229,2025-09-07 13:17:00,1,24.865530162
2025-09-07,0,f1229,2025-09-07 13:18:17,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:18:18,1,51.11303483
2025-09-07,0,f1229,2025-09-07 13:18:56,1,46.4663953
2025-09-07,0,f1229,2025-09-07 13:20:34,1,20.344524678
2025-09-07,0,f1229,2025-09-07 13:21:03,1,22.60502742
2025-09-07,0,f1229,2025-09-07 13:26:00,1,39.484005966
2025-09-07,0,f1229,2025-09-07 13:31:37,1,18.084021936
2025-09-07,0,f1229,2025-09-07 13:47:20,1,27.637547959
2025-09-07,0,f1229,2025-09-07 13:48:52,1,18.084021936
2025-09-07,0,f1229,2025-09-07 13:59:46,1,35.533990233
2025-09-07,0,f1229,2025-09-07 13:59:51,1,31.585769096
2025-09-07,0,f1229,2025-09-07 13:59:52,1,35.533990233
2025-09-07,0,f1229,2025-09-07 14:01:09,1,43.87111774
2025-09-07,0,f1229,2025-09-07 14:05:52,1,20.344524678
2025-09-07,0,f1229,2025-09-07 14:06:36,1,22.60502742
2025-09-07,0,f1229,2025-09-07 14:07:13,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:07:30,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:07:31,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:07:36,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:07:37,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:08:05,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:08:06,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:08:23,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:08:26,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:08:56,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:12:00,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:14:03,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:14:26,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:14:33,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:14:34,1,51.11303483
2025-09-07,0,f1229,2025-09-07 14:16:04,1,46.4663953
2025-09-07,0,f1229,2025-09-07 14:18:38,1,38.099746215
2025-09-07,0,f1229,2025-09-07 14:21:01,1,31.585769096
2025-09-07,0,f1229,2025-09-07 14:22:17,1,26.361968822
2025-09-07,0,f1229,2025-09-07 14:22:22,1,25.876033914
2025-09-07,0,f1229,2025-09-07 14:25:37,1,20.65223364
2025-09-07,0,f1229,2025-09-07 14:38:21,1,17.97959164
2025-09-07,0,f1229,2025-09-07 14:40:21,1,13.439716302
2025-09-07,0,f1229,2025-09-07 14:51:16,3,9.005850521
2025-09-07,0,f1229,2025-09-07 14:51:26,3,21.454931654
2025-09-07,0,f1229,2025-09-07 14:54:13,1,7.531991092
2025-09-07,0,f1229,2025-09-07 14:55:28,2,2.260502742
2025-09-07,0,f1229,2025-09-07 14:56:22,2,9.792493834
2025-09-07,0,f1229,2025-09-07 14:58:51,1,3.765995546
2025-09-07,0,f1229,2025-09-07 15:01:24,1,7.531991092
2025-09-07,0,f1229,2025-09-07 15:05:26,1,3.765995546
2025-09-07,0,f1229,2025-09-07 15:06:20,1,7.531991092
2025-09-07,0,f1229,2025-09-07 15:11:14,1,2.260502742
2025-09-07,0,f1229,2025-09-07 15:11:36,1,0.0
2025-09-07,0,f1229,2025-09-07 15:11:38,1,2.260502742
2025-09-07,0,f1229,2025-09-07 15:15:55,1,0.0
2025-09-07,0,f1229,2025-09-07 15:16:05,1,2.260502742
2025-09-07,0,f1229,2025-09-07 15:19:47,1,0.0
2025-09-07,0,f1229,2025-09-07 15:19:58,1,2.260502742
2025-09-07,0,f1229,2025-09-07 15:41:18,1,0.0
2025-09-07,0,f1229,2025-09-07 15:42:09,1,2.260502742
2025-09-07,0,f1229,2025-09-07 15:46:21,1,0.0
2025-09-07,0,f1229,2025-09-07 15:46:31,1,2.260502742
2025-09-07,0,f1229,2025-09-07 15:50:33,1,0.0
2025-09-07,0,f1229,2025-09-07 15:51:30,1,2.260502742
2025-09-07,0,f1229,2025-09-07 15:59:22,1,0.0
2025-09-07,0,f1229,2025-09-07 17:02:24,1,2.260502742
2025-09-07,0,f1229,2025-09-07 17:02:30,1,0.0
2025-09-07,0,f1229,2025-09-07 17:14:01,1,2.260502742
2025-09-07,0,f1229,2025-09-07 17:14:13,1,0.0
2025-09-07,0,f1229,2025-09-07 17:19:01,1,2.260502742
2025-09-07,0,f1229,2025-09-07 17:19:10,1,0.0
2025-09-07,0,f1229,2025-09-07 17:47:34,1,2.260502742
2025-09-07,0,f1229,2025-09-07 18:10:22,1,0.0
2025-09-07,0,f1229,2025-09-07 18:10:39,1,2.260502742
2025-09-07,0,f1229,2025-09-07 18:11:13,1,0.0
2025-09-07,0,f1229,2025-09-07 18:49:37,1,2.260502742
2025-09-07,0,f1229,2025-09-07 18:51:07,1,0.0
2025-09-07,0,f1229,2025-09-07 18:51:11,1,2.260502742
2025-09-07,0,f1229,2025-09-07 18:52:19,1,0.0
2025-09-07,0,f1229,2025-09-07 18:52:36,1,2.260502742
2025-09-07,0,f1229,2025-09-07 18:53:13,1,0.0
2025-09-07,0,f1229,2025-09-07 18:53:48,1,2.260502742
2025-09-07,0,f1229,2025-09-07 18:54:13,1,0.0
2025-09-07,0,f1229,2025-09-07 19:01:14,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:01:18,1,0.0
2025-09-07,0,f1229,2025-09-07 19:07:07,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:07:34,1,0.0
2025-09-07,0,f1229,2025-09-07 19:07:36,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:07:50,1,0.0
2025-09-07,0,f1229,2025-09-07 19:08:32,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:10:16,1,0.0
2025-09-07,0,f1229,2025-09-07 19:10:17,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:11:10,1,0.0
2025-09-07,0,f1229,2025-09-07 19:12:11,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:12:28,1,0.0
2025-09-07,0,f1229,2025-09-07 19:12:29,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:13:22,1,0.0
2025-09-07,0,f1229,2025-09-07 19:13:23,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:13:43,1,0.0
2025-09-07,0,f1229,2025-09-07 19:13:44,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:14:28,1,0.0
2025-09-07,0,f1229,2025-09-07 19:14:29,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:15:03,1,0.0
2025-09-07,0,f1229,2025-09-07 19:15:04,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:16:14,1,0.0
2025-09-07,0,f1229,2025-09-07 19:16:15,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:17:10,1,0.0
2025-09-07,0,f1229,2025-09-07 19:17:11,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:17:26,1,0.0
2025-09-07,0,f1229,2025-09-07 19:17:27,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:17:34,1,0.0
2025-09-07,0,f1229,2025-09-07 19:17:35,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:18:16,1,0.0
2025-09-07,0,f1229,2025-09-07 19:18:17,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:19:22,1,0.0
2025-09-07,0,f1229,2025-09-07 19:19:23,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:19:45,1,0.0
2025-09-07,0,f1229,2025-09-07 19:19:46,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:20:46,1,0.0
2025-09-07,0,f1229,2025-09-07 19:20:47,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:21:57,1,0.0
2025-09-07,0,f1229,2025-09-07 19:21:58,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:24:58,1,0.0
2025-09-07,0,f1229,2025-09-07 19:24:59,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:25:39,1,0.0
2025-09-07,0,f1229,2025-09-07 19:25:40,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:26:04,1,0.0
2025-09-07,0,f1229,2025-09-07 19:26:05,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:26:26,1,0.0
2025-09-07,0,f1229,2025-09-07 19:26:27,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:26:34,1,0.0
2025-09-07,0,f1229,2025-09-07 19:26:35,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:27:27,1,0.0
2025-09-07,0,f1229,2025-09-07 19:27:28,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:27:34,1,0.0
2025-09-07,0,f1229,2025-09-07 19:27:35,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:27:46,1,0.0
2025-09-07,0,f1229,2025-09-07 19:27:47,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:28:10,1,0.0
2025-09-07,0,f1229,2025-09-07 19:28:11,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:28:34,1,0.0
2025-09-07,0,f1229,2025-09-07 19:28:35,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:28:37,1,0.0
2025-09-07,0,f1229,2025-09-07 19:28:38,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:28:46,1,0.0
2025-09-07,0,f1229,2025-09-07 19:28:47,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:30:39,1,0.0
2025-09-07,0,f1229,2025-09-07 19:35:29,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:35:32,1,0.0
2025-09-07,0,f1229,2025-09-07 19:35:34,1,2.260502742
2025-09-07,0,f1229,2025-09-07 19:42:15,1,0.0
2025-09-07,0,f1229,2025-09-07 19:46:00,1,2.260502742
2025-09-07,0,f1229,2025-09-07 20:30:03,1,0.0
2025-09-07,0,f1229,2025-09-07 20:30:04,1,2.260502742
2025-09-07,0,f1229,2025-09-07 20:41:02,1,0.0
2025-09-07,0,f1229,2025-09-07 20:41:03,1,2.260502742
2025-09-07,0,f1229,2025-09-07 20:45:02,1,0.0
2025-09-07,0,f1229,2025-09-07 20:45:03,1,2.260502742
2025-09-07,0,f1229,2025-09-07 20:58:02,1,0.0
2025-09-07,0,f1229,2025-09-07 20:58:03,1,2.260502742
2025-09-07,0,f1229,2025-09-07 21:47:02,1,0.0
2025-09-07,0,f1229,2025-09-07 21:47:03,1,2.260502742
2025-09-07,0,f1229,2025-09-07 21:48:02,1,0.0
2025-09-07,0,f1229,2025-09-07 21:48:03,1,2.260502742
2025-09-07,0,f1229,2025-09-07 22:07:38,1,0.0
2025-09-07,0,f1229,2025-09-07 22:31:57,1,2.260502742
2025-09-07,0,f1229,2025-09-07 22:32:02,1,0.0
2025-09-07,0,f1229,2025-09-07 23:36:44,1,2.260502742
2025-09-07,0,f1229,2025-09-07 23:36:45,1,0.0
2025-09-07,0,f3049,2025-09-07 01:00:00,1,4.270484169
2025-09-07,0,f3049,2025-09-07 01:42:59,1,0.0
2025-09-07,0,f3049,2025-09-07 01:43:03,1,4.270484169
2025-09-07,0,f3049,2025-09-07 01:50:12,1,0.0
2025-09-07,0,f3049,2025-09-07 03:05:21,1,4.270484169
2025-09-07,0,f3049,2025-09-07 03:05:25,1,0.0
2025-09-07,0,f3049,2025-09-07 03:20:54,1,4.270484169
2025-09-07,0,f3049,2025-09-07 03:36:15,1,0.0
2025-09-07,0,f3049,2025-09-07 03:36:26,1,4.270484169
2025-09-07,0,f3049,2025-09-07 03:37:50,1,0.0
2025-09-07,0,f3049,2025-09-07 05:30:09,1,4.270484169
2025-09-07,0,f3049,2025-09-07 05:30:48,1,0.0
2025-09-07,0,f3049,2025-09-07 06:38:16,1,4.270484169
2025-09-07,0,f3049,2025-09-07 06:39:11,1,0.0
2025-09-07,0,f3049,2025-09-07 06:56:49,1,4.270484169
2025-09-07,0,f3049,2025-09-07 07:10:06,1,0.0
2025-09-07,0,f3049,2025-09-07 07:11:58,1,4.270484169
2025-09-07,0,f3049,2025-09-07 07:12:59,1,0.0
2025-09-07,0,f3049,2025-09-07 07:13:01,1,4.270484169
2025-09-07,0,f3049,2025-09-07 07:13:09,1,0.0
2025-09-07,0,f3049,2025-09-07 07:18:14,1,4.270484169
2025-09-07,0,f3049,2025-09-07 07:33:01,1,0.0
2025-09-07,0,f3049,2025-09-07 07:55:16,1,4.270484169
2025-09-07,0,f3049,2025-09-07 07:55:20,1,0.0
2025-09-07,0,f3049,2025-09-07 07:59:56,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:00:09,1,0.0
2025-09-07,0,f3049,2025-09-07 08:00:11,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:00:12,1,0.0
2025-09-07,0,f3049,2025-09-07 08:00:17,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:00:18,1,0.0
2025-09-07,0,f3049,2025-09-07 08:02:53,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:03:14,1,0.0
2025-09-07,0,f3049,2025-09-07 08:43:40,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:44:15,1,0.0
2025-09-07,0,f3049,2025-09-07 08:44:16,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:44:27,1,0.0
2025-09-07,0,f3049,2025-09-07 08:44:39,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:44:47,1,0.0
2025-09-07,0,f3049,2025-09-07 08:44:48,1,4.270484169
2025-09-07,0,f3049,2025-09-07 08:45:13,1,0.0
2025-09-07,0,f3049,2025-09-07 08:52:25,1,4.270484169
2025-09-07,0,f3049,2025-09-07 09:03:12,1,0.0
2025-09-07,0,f3049,2025-09-07 09:03:32,1,4.270484169
2025-09-07,0,f3049,2025-09-07 09:14:22,1,0.0
2025-09-07,0,f3049,2025-09-07 09:14:27,1,4.270484169
2025-09-07,0,f3049,2025-09-07 09:38:53,1,0.0
2025-09-07,0,f3049,2025-09-07 09:39:03,1,4.270484169
2025-09-07,0,f3049,2025-09-07 09:40:03,1,0.0
2025-09-07,0,f3049,2025-09-07 09:44:20,1,4.270484169
2025-09-07,0,f3049,2025-09-07 09:53:14,1,0.0
2025-09-07,0,f3049,2025-09-07 10:00:30,1,4.270484169
2025-09-07,0,f3049,2025-09-07 10:00:32,1,0.0
2025-09-07,0,f3049,2025-09-07 10:01:31,1,4.270484169
2025-09-07,0,f3049,2025-09-07 10:05:28,1,0.0
2025-09-07,0,f3049,2025-09-07 10:05:46,1,4.270484169
2025-09-07,0,f3049,2025-09-07 10:18:01,1,13.90965743
2025-09-07,0,f3049,2025-09-07 10:18:53,1,6.954828715
2025-09-07,0,f3049,2025-09-07 10:21:25,1,0.0
2025-09-07,0,f3049,2025-09-07 10:21:26,1,4.270484169
2025-09-07,0,f3049,2025-09-07 10:41:24,1,0.0
2025-09-07,0,f3049,2025-09-07 10:41:25,1,4.270484169
2025-09-07,0,f3049,2025-09-07 11:01:42,1,0.0
2025-09-07,0,f3049,2025-09-07 11:02:50,1,4.270484169
2025-09-07,0,f3049,2025-09-07 11:03:39,1,0.0
2025-09-07,0,f3049,2025-09-07 11:03:40,1,4.270484169
2025-09-07,0,f3049,2025-09-07 11:33:36,1,13.90965743
2025-09-07,0,f3049,2025-09-07 11:34:18,1,6.954828715
2025-09-07,0,f3049,2025-09-07 11:34:59,1,0.0
2025-09-07,0,f3049,2025-09-07 11:35:51,1,4.270484169
2025-09-07,0,f3049,2025-09-07 11:38:19,1,13.90965743
2025-09-07,0,f3049,2025-09-07 11:48:21,1,6.954828715
2025-09-07,0,f3049,2025-09-07 11:48:22,1,13.90965743
2025-09-07,0,f3049,2025-09-07 12:42:20,1,21.121583862
2025-09-07,0,f3049,2025-09-07 12:42:24,1,14.081055908
2025-09-07,0,f3049,2025-09-07 12:42:26,1,21.121583862
2025-09-07,0,f3049,2025-09-07 12:42:53,1,14.081055908
2025-09-07,0,f3049,2025-09-07 12:42:56,1,21.121583862
2025-09-07,0,f3049,2025-09-07 12:43:09,1,14.081055908
2025-09-07,0,f3049,2025-09-07 12:43:10,1,21.121583862
2025-09-07,0,f3049,2025-09-07 12:43:16,1,14.081055908
2025-09-07,0,f3049,2025-09-07 12:43:24,1,21.121583862
2025-09-07,0,f3049,2025-09-07 12:44:43,1,14.081055908
2025-09-07,0,f3049,2025-09-07 12:45:01,1,21.121583862
2025-09-07,0,f3049,2025-09-07 12:45:29,1,14.081055908
2025-09-07,0,f3049,2025-09-07 12:45:36,1,4.270484169
2025-09-07,0,f3049,2025-09-07 12:45:39,1,8.540968338
2025-09-07,0,f3049,2025-09-07 12:45:53,1,21.121583862
2025-09-07,0,f3049,2025-09-07 12:48:34,1,30.202967428
2025-09-07,0,f3049,2025-09-07 12:53:06,1,38.19455114
2025-09-07,0,f3049,2025-09-07 12:53:09,1,30.555640912
2025-09-07,0,f3049,2025-09-07 12:54:44,1,38.19455114
2025-09-07,0,f3049,2025-09-07 12:57:48,1,47.123477052
2025-09-07,0,f3049,2025-09-07 13:00:27,1,56.246070706
2025-09-07,0,f3049,2025-09-07 13:00:29,1,48.210917748
2025-09-07,0,f3049,2025-09-07 13:00:30,2,104.456988454
2025-09-07,0,f3049,2025-09-07 13:00:31,1,56.246070706
2025-09-07,0,f3049,2025-09-07 13:00:42,1,48.210917748
2025-09-07,0,f3049,2025-09-07 13:00:43,1,56.246070706
2025-09-07,0,f3049,2025-09-07 13:00:45,1,48.210917748
2025-09-07,0,f3049,2025-09-07 13:00:46,1,56.246070706
2025-09-07,0,f3049,2025-09-07 13:02:55,2,124.401566655
2025-09-07,0,f3049,2025-09-07 13:02:56,1,66.347502216
2025-09-07,0,f3049,2025-09-07 13:03:17,1,58.054064439
2025-09-07,0,f3049,2025-09-07 13:03:18,1,66.347502216
2025-09-07,0,f3049,2025-09-07 13:03:32,1,58.054064439
2025-09-07,0,f3049,2025-09-07 13:03:33,1,66.347502216
2025-09-07,0,f3049,2025-09-07 13:30:53,1,58.054064439
2025-09-07,0,f3049,2025-09-07 13:32:47,1,48.210917748
2025-09-07,0,f3049,2025-09-07 13:35:41,1,56.246070706
2025-09-07,0,f3049,2025-09-07 13:35:43,1,48.210917748
2025-09-07,0,f3049,2025-09-07 13:44:44,1,56.246070706
2025-09-07,0,f3049,2025-09-07 13:45:57,1,48.210917748
2025-09-07,0,f3049,2025-09-07 13:46:26,1,56.246070706
